"地段位置或門牌","交易年月","總價","單價","總面積","型態","屋齡","樓別.樓高","交易標的","建物現況格局","車位總價","主要用途","lon","lat"
"臺北市松山區光復南路２２巷３４號二樓","111/02/23",3658,88.9,41.14,"華廈(10層含以下有電梯)",30,"二層/九層","房地(土地+建物)","3房2廳2衛","0","住家用",121.5556081,25.0468075
"臺北市松山區八德路三段７４巷１４弄１３號五樓","111/02/22",1200,49.3,24.32,"華廈(10層含以下有電梯)",37,"五層/七層","房地(土地+建物)","4房2廳2衛","0","住家用",121.5521857,25.0475775
"臺北市松山區新東街６巷３號","111/02/22",2500,74.1,33.73,"公寓(5樓含以下無電梯)",48,"一層,平台/四層","房地(土地+建物)","3房2廳2衛","0","住家用",121.5663608,25.0575181
"臺北市松山區光復北路１１巷９７號九樓","111/02/21",4435,83.2,58.11,"住宅大樓(11層含以上有電梯)",33,"九層/十六層","房地(土地+建物)+車位","3房2廳2衛","350","住家用",121.5623589,25.0504397
"臺北市松山區復興北路３３３號七樓之３","111/02/21",3400,85.3,39.85,"住宅大樓(11層含以上有電梯)",39,"七層/十二層","房地(土地+建物)","3房2廳2衛","0","住家用",121.5444343,25.059795
"臺北市松山區民生東路四段５５巷１６號二樓","111/02/21",2080,81.6,25.48,"華廈(10層含以下有電梯)",44,"二層/七層","房地(土地+建物)","2房2廳2衛","0","住家用",121.5503988,25.0584952
"臺北市松山區民生東路三段１１３巷７弄１０號四樓之１","111/02/21",3380,84.5,40,"華廈(10層含以下有電梯)",41,"四層/七層","房地(土地+建物)","3房2廳2衛","0","住家用",121.5469406,25.0583424
"臺北市松山區八德路三段１９９巷２１號六樓之１","111/02/20",958,90,10.65,"華廈(10層含以下有電梯)",38,"六層/七層","房地(土地+建物)","1房1廳1衛","0","住家用",121.5564291,25.0493114
"臺北市松山區光復北路３號三樓","111/02/20",3220,74.9,42.99,"住宅大樓(11層含以上有電梯)",33,"三層/十二層","房地(土地+建物)","2房2廳1衛","0","住家用",121.5580315,25.0486226
"臺北市松山區三民路２９巷１號三樓","111/02/20",4800,77.7,61.76,"住宅大樓(11層含以上有電梯)",17,"三層/十四層","房地(土地+建物)+車位","4房2廳2衛","0","住家用",121.5633568,25.0545633
"臺北市松山區八德路三段１９９巷２１號四樓之２","111/02/20",850,80.6,10.55,"華廈(10層含以下有電梯)",38,"四層/七層","房地(土地+建物)","1房1廳1衛","0","住家用",121.5564291,25.0493114
"臺北市松山區三民路７４巷５號六樓之２","111/02/20",2888,83.1,34.76,"華廈(10層含以下有電梯)",30,"六層/七層","房地(土地+建物)","3房2廳2衛","0","住家用",121.564365,25.0558539
"臺北市松山區寶清街８９巷３５號七樓","111/02/20",2170,60.4,35.92,"華廈(10層含以下有電梯)",40,"七層/七層","房地(土地+建物)","1房2廳1衛","0","住家用",121.5690723,25.0524866
"臺北市松山區民權東路三段１０６巷３２號二樓","111/02/20",3150,84.3,37.36,"華廈(10層含以下有電梯)",41,"二層/七層","房地(土地+建物)","3房2廳2衛","0","住家用",121.544748,25.0596389
"臺北市松山區健康路３５巷１４號五樓","111/02/19",4068,79.7,51.03,"住宅大樓(11層含以上有電梯)",25,"五層/十一層","房地(土地+建物)","3房2廳2衛","0","住家用",121.5542325,25.0542164
"臺北市松山區南京東路五段７１號四樓之１","111/02/19",2460,66.3,37.13,"住宅大樓(11層含以上有電梯)",37,"四層/十四層","房地(土地+建物)","2房2廳2衛","0","住家用",121.559558,25.051817
"臺北市松山區敦化北路１０號十四樓","111/02/18",18800,178.4,121.89,"住宅大樓(11層含以上有電梯)",3,"十四層/二十三層","房地(土地+建物)+車位","4房2廳3衛","800","住家用",121.5485866,25.050307
"臺北市松山區延吉街１２號三樓","111/02/18",3950,77.5,50.95,"華廈(10層含以下有電梯)",33,"三層/七層","房地(土地+建物)","4房2廳2衛","0","住家用",121.5533973,25.0470778
"臺北市松山區南京東路五段１２３巷８弄４號三樓","111/02/18",2700,56.9,47.49,"公寓(5樓含以下無電梯)",55,"三層/四層","房地(土地+建物)","4房2廳2衛","0","住家用",121.5611137,25.0535416
"臺北市松山區南京東路五段４１５號七樓之２","111/02/18",2250,74.3,34.82,"住宅大樓(11層含以上有電梯)",4,"七層/十二層","房地(土地+建物)+車位","2房1廳1衛","150","住家用",121.5706214,25.0517043
"臺北市松山區八德路三段１５８巷２０弄３４號二樓","111/02/18",2350,73.2,32.1,"華廈(10層含以下有電梯)",44,"二層/七層","房地(土地+建物)","3房2廳2衛","0","住家用",121.5541978,25.0472879
"臺北市松山區敦化北路１４５巷２３弄３號六樓","111/02/18",4330,123.7,35.01,"華廈(10層含以下有電梯)",1,"六層/七層","房地(土地+建物)+車位","2房1廳1衛","0","住家用",121.5502681,25.0533503
"臺北市松山區健康路３５巷２號八樓","111/02/17",3810,80.5,47.35,"住宅大樓(11層含以上有電梯)",25,"八層/十三層","房地(土地+建物)","3房2廳2衛","0","住家用",121.5543001,25.053652
"臺北市松山區南京東路五段４１５號二樓之２","111/02/17",2100,69,34.82,"住宅大樓(11層含以上有電梯)",4,"二層/十二層","房地(土地+建物)+車位","2房1廳1衛","150","住家用",121.5706214,25.0517043
"臺北市松山區延吉街３０巷５之１號四樓","111/02/17",3000,81.1,37,"華廈(10層含以下有電梯)",44,"四層/七層","房地(土地+建物)","2房2廳2衛","0","住家用",121.553185,25.045902
"臺北市松山區撫遠街２１１巷４５號五樓","111/02/17",1720,67.8,25.38,"公寓(5樓含以下無電梯)",46,"五層,陽台/五層","房地(土地+建物)","5房4廳2衛","0","住家用",121.568264,25.060525
"臺北市松山區富錦街５８１巷７號","111/02/17",2820,84.6,33.35,"公寓(5樓含以下無電梯)",52,"一層/四層","房地(土地+建物)","3房2廳2衛","0","住家用",121.566808,25.0627049
"臺北市松山區民生東路五段２４２號三樓","111/02/17",1775,60.9,29.17,"公寓(5樓含以下無電梯)",50,"三層,陽臺/四層","房地(土地+建物)","4房2廳2衛","0","住家用",121.5664908,25.0589398
"臺北市松山區民生東路三段１１３巷６弄１１號二樓","111/02/17",3900,87.1,54.58,"華廈(10層含以下有電梯)",42,"二層/七層","房地(土地+建物)+車位","3房2廳2衛","280","住家用",121.545563,25.058669
"臺北市松山區健康路３５巷１８號五樓","111/02/16",700,22.8,30.74,"住宅大樓(11層含以上有電梯)",25,"五層/十一層","房地(土地+建物)+車位","3房2廳2衛","0","住家用",121.5542278,25.0543478
"臺北市松山區三民路９５巷６號四樓","111/02/16",805,35,22.99,"公寓(5樓含以下無電梯)",48,"四層,陽台/四層","房地(土地+建物)","4房2廳4衛","0","住家用",121.5631304,25.0572083
"臺北市松山區敦化北路３０３號十樓之２","111/02/15",4020,94.6,42.51,"住宅大樓(11層含以上有電梯)",45,"十層/十二層","房地(土地+建物)","2房2廳1衛","0","住家用",121.5499078,25.058565
"臺北市松山區南京東路五段２３０號十五樓之２","111/02/15",2068,82.6,25.04,"住宅大樓(11層含以上有電梯)",39,"十五層/十六層","房地(土地+建物)","3房2廳1衛","0","住家用",121.5657026,25.0510021
"臺北市松山區民族東路６８４號四樓","111/02/15",700,17.2,40.62,"華廈(10層含以下有電梯)",41,"四層/七層","房地(土地+建物)","3房2廳2衛","0","住家用",121.5469901,25.0642857
"臺北市松山區民生東路五段１３７巷４弄３５號","111/02/15",4688,111.4,42.09,"公寓(5樓含以下無電梯)",48,"一層,平台/四層","房地(土地+建物)","1房2廳3衛","0","住家用",121.5628409,25.0599463
"臺北市松山區南京東路五段１６９號十樓之３","111/02/15",8198,119.7,76.55,"住宅大樓(11層含以上有電梯)",11,"十層/十八層","房地(土地+建物)+車位","4房2廳2衛","320","住家用",121.5630869,25.0516669
"臺北市松山區南京東路四段１８６號十一樓之１３","111/02/15",2450,76.6,31.99,"住宅大樓(11層含以上有電梯)",38,"十一層/十四層","房地(土地+建物)","3房2廳2衛","0","住家用",121.557651,25.0513229
"臺北市松山區東興路２巷１０號二樓","111/02/14",2308,62.4,37,"公寓(5樓含以下無電梯)",47,"二層,陽台/四層","房地(土地+建物)","3房2廳2衛","0","住家用",121.5649442,25.0508259
"臺北市松山區三民路８０巷５號二樓","111/02/14",4688,69.1,67.8,"住宅大樓(11層含以上有電梯)",17,"二層/十四層","房地(土地+建物)","5房2廳2衛","0","住家用",121.5643129,25.0565965
"臺北市松山區松河街１６８號十五樓之６","111/02/14",3088,73.3,42.15,"住宅大樓(11層含以上有電梯)",1,"十五層/二十四層","房地(土地+建物)+車位","2房2廳2衛","0","住家用",121.5765559,25.0509625
"臺北市松山區光復北路２３０巷５號三樓","111/02/13",2500,62.5,39.97,"住宅大樓(11層含以上有電梯)",20,"三層/十八層","房地(土地+建物)","2房2廳1衛","0","住家用",121.5553082,25.0558254
"臺北市松山區新東街２０巷７號四樓","111/02/13",2000,65,30.75,"公寓(5樓含以下無電梯)",50,"四層,陽台/四層","房地(土地+建物)","5房3廳4衛","0","住家用",121.5663998,25.0584788
"臺北市松山區復興北路４２７巷２５號三樓之３","111/02/12",820,85.8,9.56,"住宅大樓(11層含以上有電梯)",13,"三層/十一層","房地(土地+建物)","1房0廳1衛","0","住家用",121.546456,25.0634336
"臺北市松山區復興北路４７９巷５號四樓","111/02/10",1968,64.8,30.38,"公寓(5樓含以下無電梯)",49,"四層,陽台/四層","房地(土地+建物)","3房2廳1衛","0","住家用",121.5449381,25.0648935
"臺北市松山區民權東路三段１６０巷２號六樓之６","111/02/09",850,75.9,11.2,"住宅大樓(11層含以上有電梯)",42,"六層/十二層","房地(土地+建物)","1房1廳1衛","0","住家用",121.5475885,25.0616933
"臺北市松山區南京東路四段２３號七樓之２","111/02/09",1048,121.1,8.65,"住宅大樓(11層含以上有電梯)",13,"七層/十五層","房地(土地+建物)","1房1廳1衛","0","住家用",121.55042,25.051971
"臺北市松山區三民路１６６巷２３號四樓之３","111/02/09",680,49.4,13.76,"華廈(10層含以下有電梯)",26,"四層/五層","房地(土地+建物)+車位","1房1廳1衛","0","住家用",121.5642495,25.0620486
"臺北市松山區南京東路五段１２３巷１１號四樓","111/02/09",790,60.1,13.15,"公寓(5樓含以下無電梯)",56,"四層/四層","房地(土地+建物)","1房1廳1衛","0","住家用",121.560738,25.0523149
"臺北市松山區南京東路五段１２３巷１３號四樓","111/02/09",790,60.1,13.15,"公寓(5樓含以下無電梯)",56,"四層/四層","房地(土地+建物)","1房1廳1衛","0","住家用",121.5607383,25.0524218
"臺北市松山區南京東路五段１２３巷９號四樓","111/02/09",790,60.1,13.15,"公寓(5樓含以下無電梯)",56,"四層/四層","房地(土地+建物)","1房1廳1衛","0","住家用",121.5607372,25.0522724
"臺北市松山區民生東路五段６９巷１弄５號三樓","111/02/09",2260,84,26.91,"公寓(5樓含以下無電梯)",44,"三層/四層","房地(土地+建物)","1房2廳1衛","0","住家用",121.5579628,25.0590292
"臺北市松山區三民路１６１巷５號四樓","111/02/09",1680,65.7,25.58,"公寓(5樓含以下無電梯)",47,"四層,陽台/四層","房地(土地+建物)","3房2廳1衛","0","住家用",121.5616558,25.0614357
"臺北市松山區南京東路五段５９巷２９弄７號二樓","111/02/08",2160,26.1,82.66,"華廈(10層含以下有電梯)",22,"二層/六層","房地(土地+建物)+車位","3房2廳2衛","0","住家用",121.5598795,25.0531217
"臺北市松山區南京東路五段２９１巷２９弄２２號五樓之１","111/02/08",535,73.9,7.24,"華廈(10層含以下有電梯)",18,"五層/五層","房地(土地+建物)","1房1廳1衛","0","住家用",121.5670111,25.0527869
"臺北市松山區慶城街４６巷９號四樓","111/02/07",488,80.5,6.06,"華廈(10層含以下有電梯)",39,"四層/七層","房地(土地+建物)","3房3廳2衛","0","住家用",121.5473704,25.0551673
"臺北市松山區民生東路五段１６７號十二樓之１","111/01/30",5208,62.1,83.89,"住宅大樓(11層含以上有電梯)",38,"十二層/十六層","房地(土地+建物)+車位","3房2廳3衛","0","住家用",121.56451,25.0592044
"臺北市松山區光復南路４６巷３６號十五樓之３","111/01/29",4420,104,42.51,"住宅大樓(11層含以上有電梯)",1,"十五層/二十二層","房地(土地+建物)+車位","2房1廳1衛","0","住家用",121.5547899,25.0457835
"臺北市松山區延壽街３６０號二樓","111/01/27",2400,78.1,30.72,"公寓(5樓含以下無電梯)",43,"二層/五層","房地(土地+建物)","3房2廳2衛","0","住家用",121.558785,25.0563685
"臺北市松山區民生東路四段１１２巷５弄１０號三樓","111/01/27",1040,79.6,13.07,"公寓(5樓含以下無電梯)",27,"三層/五層","房地(土地+建物)","1房0廳1衛","0","住家用",121.5546785,25.0569542
"臺北市松山區八德路四段７７７號七樓之２","111/01/26",1088,71.3,15.25,"住宅大樓(11層含以上有電梯)",15,"七層/十五層","房地(土地+建物)+車位","2房1廳1衛","0","住家用",121.5782502,25.0513088
"臺北市松山區光復北路２４２號七樓","111/01/25",7800,121,80.34,"住宅大樓(11層含以上有電梯)",1,"七層/十三層","房地(土地+建物)+車位","3房1廳2衛","500","住家用",121.5553251,25.0571402
"臺北市松山區南京東路五段２５１巷２４弄２５號二樓","111/01/25",1300,42.7,30.41,"華廈(10層含以下有電梯)",41,"二層/七層","房地(土地+建物)","3房2廳2衛","0","住家用",121.5644066,25.0523345
"臺北市松山區三民路１３６巷５號四樓","111/01/24",2250,77.6,28.98,"公寓(5樓含以下無電梯)",51,"四層/四層","房地(土地+建物)","3房2廳2衛","0","住家用",121.5637795,25.060641
"臺北市松山區民生東路五段１３７巷６弄３７號三樓","111/01/24",2010,69,29.13,"公寓(5樓含以下無電梯)",50,"三層,陽台/四層","房地(土地+建物)","3房2廳2衛","0","住家用",121.5627727,25.0604752
"臺北市松山區八德路四段７２巷１０弄１０號二樓","111/01/24",1836,64,28.69,"公寓(5樓含以下無電梯)",52,"二層,露台/四層","房地(土地+建物)","3房2廳2衛","0","住家用",121.5597405,25.0472252
"臺北市松山區新東街６６巷３號二樓","111/01/23",1955,65.3,29.95,"公寓(5樓含以下無電梯)",49,"二層,陽台/四層","房地(土地+建物)","3房2廳2衛","0","住家用",121.5652791,25.0623023
"臺北市松山區延壽街３３０巷７弄１８號七樓之１","111/01/23",2850,81.3,35.04,"華廈(10層含以下有電梯)",30,"七層/七層","房地(土地+建物)","3房2廳2衛","0","住家用",121.5619322,25.0552637
"臺北市松山區健康路１７４之１號十樓","111/01/23",1610,89.3,18.02,"住宅大樓(11層含以上有電梯)",44,"十層/十三層","房地(土地+建物)","1房1廳1衛","0","住家用",121.55821,25.0535159
"臺北市松山區三民路１５５巷３０號三樓","111/01/22",2685,78.2,34.35,"公寓(5樓含以下無電梯)",46,"三層,陽台/四層","房地(土地+建物)","3房2廳2衛","0","住家用",121.5616542,25.061162
"臺北市松山區三民路１０２巷１６號二樓","111/01/21",2488,83.3,29.86,"公寓(5樓含以下無電梯)",48,"二層,陽台/四層","房地(土地+建物)","3房2廳1衛","0","住家用",121.5643594,25.0573932
"臺北市松山區光復北路２４２號二樓","111/01/21",6958,117.1,59.42,"住宅大樓(11層含以上有電梯)",1,"二層/十三層","房地(土地+建物)","3房1廳2衛","0","住家用",121.5553251,25.0571402
"臺北市松山區光復北路２４２號四樓","111/01/21",6958,115.3,60.32,"住宅大樓(11層含以上有電梯)",1,"四層/十三層","房地(土地+建物)","2房1廳2衛","0","住家用",121.5553251,25.0571402
"臺北市松山區光復北路２４２號三樓","111/01/21",6958,115.3,60.32,"住宅大樓(11層含以上有電梯)",1,"三層/十三層","房地(土地+建物)","3房1廳2衛","0","住家用",121.5553251,25.0571402
"臺北市松山區南京東路五段４１５號五樓之６","111/01/21",1275,81.3,15.69,"住宅大樓(11層含以上有電梯)",4,"五層/十二層","房地(土地+建物)","1房1廳1衛","0","住家用",121.5706214,25.0517043
"臺北市松山區民生東路五段２５７號二樓","111/01/21",780,72.1,10.82,"華廈(10層含以下有電梯)",15,"二層/八層","房地(土地+建物)","1房1廳1衛","0","住家用",121.568677,25.059455
"臺北市松山區民權東路三段１６０巷２２號二樓之１","111/01/20",3400,74.9,45.38,"華廈(10層含以下有電梯)",43,"二層/七層","房地(土地+建物)","4房2廳2衛","0","住家用",121.5468994,25.0600131
"臺北市松山區民生東路五段３６巷８弄５６號","111/01/20",990,54.8,18.08,"公寓(5樓含以下無電梯)",52,"一層/四層","房地(土地+建物)","3房2廳1衛","0","住家用",121.5602183,25.057121
"臺北市松山區延壽街３３０巷７弄１６號二樓","111/01/20",2430,79.4,30.6,"華廈(10層含以下有電梯)",30,"二層/七層","房地(土地+建物)","2房2廳1衛","0","住家用",121.5617552,25.0552533
"臺北市松山區敦化南路一段３號六樓之２","111/01/20",10935,170.5,81.9,"住宅大樓(11層含以上有電梯)",1,"六層/二十三層","房地(土地+建物)+車位","3房2廳2衛","750","住家用",121.5492282,25.0473737
"臺北市松山區民生東路五段８號三樓","111/01/19",2760,73.1,37.77,"公寓(5樓含以下無電梯)",48,"三層,陽台/四層","房地(土地+建物)","4房2廳2衛","0","住家用",121.5557176,25.0581518
"臺北市松山區富錦街５４８號五樓","111/01/19",2464,70,35.21,"華廈(10層含以下有電梯)",43,"五層/八層","房地(土地+建物)","3房2廳2衛","0","住家用",121.5666909,25.0617412
"臺北市松山區延壽街３３０巷１６弄５號八樓之２","111/01/19",5300,83,63.87,"住宅大樓(11層含以上有電梯)",13,"八層/十一層","房地(土地+建物)+車位","4房2廳2衛","0","住家用",121.5592632,25.0551972
"臺北市松山區南京東路五段２３９號十三樓之１１","111/01/17",1300,92.5,14.05,"住宅大樓(11層含以上有電梯)",13,"十三層/十八層","房地(土地+建物)","1房1廳1衛","0","住家用",121.564802,25.051652
"臺北市松山區光復南路４５巷１８號四樓","111/01/17",2890,70.8,40.83,"華廈(10層含以下有電梯)",38,"三層,四層/七層","房地(土地+建物)","3房2廳2衛","0","住家用",121.5587866,25.0461386
"臺北市松山區三民路１６１巷８號","111/01/16",2268,87,26.07,"公寓(5樓含以下無電梯)",47,"一層,平台/四層","房地(土地+建物)","3房2廳1衛","0","住家用",121.5614151,25.0614856
"臺北市松山區八德路三段２２５號九樓之６","111/01/16",950,73.9,12.86,"住宅大樓(11層含以上有電梯)",33,"九層/十二層","房地(土地+建物)","0房1廳1衛","0","住家用",121.557021,25.048255
"臺北市松山區南京東路三段３３５巷１５號七樓","111/01/16",1333,88,15.15,"華廈(10層含以下有電梯)",36,"七層/七層","房地(土地+建物)","1房1廳1衛","0","住家用",121.5474966,25.0529964
"臺北市松山區民生東路五段２０２號十四樓之１","111/01/16",686,76.9,8.92,"住宅大樓(11層含以上有電梯)",33,"十四層/二十層","房地(土地+建物)","1房0廳1衛","0","住家用",121.5644799,25.0581502
"臺北市松山區敦化北路１５５巷１００弄１６號九樓之１","111/01/15",12388,117,105.88,"住宅大樓(11層含以上有電梯)",22,"九層/十七層","房地(土地+建物)+車位","4房2廳2衛","0","住家用",121.5523385,25.0552557
"臺北市松山區復興北路４２７巷２５號七樓之８；復興北路４２７巷２５號七樓之９","111/01/15",1715,83.4,20.55,"住宅大樓(11層含以上有電梯)",13,"七層/十一層","房地(土地+建物)","1房1廳1衛","0","住家用",121.5465029,25.0634211
"臺北市松山區撫遠街３６９巷４號四樓","111/01/14",2020,65.2,30.97,"公寓(5樓含以下無電梯)",50,"四層/四層","房地(土地+建物)","3房2廳2衛","0","住家用",121.5662025,25.0640205
"臺北市松山區復興南路一段４５號九樓之１","111/01/13",3500,90.8,38.55,"住宅大樓(11層含以上有電梯)",40,"九層/十二層","房地(土地+建物)","3房2廳2衛","0","住家用",121.5441253,25.0455624
"臺北市松山區八德路三段１６５號三樓之８","111/01/13",4350,130,33.46,"住宅大樓(11層含以上有電梯)",4,"三層/十五層","房地(土地+建物)","2房2廳2衛","0","住家用",121.5553172,25.0481771
"臺北市松山區新東街１巷６號","111/01/12",2000,71.9,27.83,"公寓(5樓含以下無電梯)",48,"一層/四層","房地(土地+建物)","3房2廳1衛","0","住家用",121.5657025,25.0572607
"臺北市松山區健康路１６號五樓","111/01/12",1930,46.3,41.67,"華廈(10層含以下有電梯)",36,"五層/七層","房地(土地+建物)","3房2廳3衛","0","住家用",121.5527656,25.0525913
"臺北市松山區延壽街３９６號五樓","111/01/11",2250,76.3,29.48,"公寓(5樓含以下無電梯)",44,"五層/五層","房地(土地+建物)","4房3廳3衛","0","住家用",121.5574791,25.0562363
"臺北市松山區南京東路五段４７號十二樓之１","111/01/11",2670,75.2,35.5,"住宅大樓(11層含以上有電梯)",38,"十二層/十二層","房地(土地+建物)","3房2廳2衛","0","住家用",121.5588067,25.0517715
"臺北市松山區八德路三段１２巷５弄４４號四樓","111/01/11",2500,70.9,35.27,"公寓(5樓含以下無電梯)",52,"四層/四層","房地(土地+建物)","4房2廳2衛","0","住家用",121.5518457,25.0474824
"臺北市松山區長安東路二段２９４號九樓之１","111/01/11",2480,74.4,33.34,"住宅大樓(11層含以上有電梯)",37,"九層/十二層","房地(土地+建物)","3房2廳1衛","0","住家用",121.5452464,25.0481357
"臺北市松山區八德路四段１０６巷６弄１２號四樓","111/01/11",1880,70.5,26.67,"公寓(5樓含以下無電梯)",52,"四層,露台/四層","房地(土地+建物)","3房1廳1衛","0","住家用",121.5604812,25.047314
"臺北市松山區敦化北路３０３號三樓之２","111/01/10",3938,92.8,42.43,"住宅大樓(11層含以上有電梯)",45,"三層/十二層","房地(土地+建物)","4房1廳1衛","0","住家用",121.5499078,25.058565
"臺北市松山區新東街１６巷１５號三樓","111/01/09",2360,67.4,35.01,"公寓(5樓含以下無電梯)",49,"三層/四層","房地(土地+建物)","3房2廳2衛","0","住家用",121.5670215,25.0581715
"臺北市松山區光復北路１６１巷１號五樓","111/01/09",2700,67.7,39.88,"公寓(5樓含以下無電梯)",44,"五層/五層","房地(土地+建物)","4房2廳2衛","0","住家用",121.5558165,25.0558916
"臺北市松山區民生東路四段８０巷１弄１０號二樓","111/01/09",2890,90,32.13,"公寓(5樓含以下無電梯)",50,"二層/四層","房地(土地+建物)","3房2廳2衛","0","住家用",121.5535965,25.0575602
"臺北市松山區光復北路１９０巷９號十六樓","111/01/08",2980,88.8,33.57,"住宅大樓(11層含以上有電梯)",20,"十六層/十八層","房地(土地+建物)","2房2廳1衛","0","住家用",121.5553726,25.0547517
"臺北市松山區健康路３２５巷６弄１９號四樓","111/01/08",2600,72.3,35.94,"公寓(5樓含以下無電梯)",35,"四層/五層","房地(土地+建物)","5房0廳2衛","0","住家用",121.5681039,25.0551214
"臺北市松山區延壽街３３２號九樓之３","111/01/08",5600,87.5,63.99,"住宅大樓(11層含以上有電梯)",13,"九層/十一層","房地(土地+建物)","4房2廳2衛","0","住家用",121.5598313,25.0564785
"臺北市松山區寶清街２１號九樓之４","111/01/07",1307,53.8,24.28,"住宅大樓(11層含以上有電梯)",32,"九層/十一層","房地(土地+建物)","2房1廳2衛","0","住家用",121.5689631,25.0501746
"臺北市松山區南京東路五段６６巷４號二樓","111/01/07",1026.2,25.8,39.71,"華廈(10層含以下有電梯)",41,"二層/七層","房地(土地+建物)","3房2廳2衛","0","住家用",121.5607098,25.0507236
"臺北市松山區南京東路五段６６巷１７號二樓","111/01/07",1014.3,27.7,36.63,"華廈(10層含以下有電梯)",38,"二層/七層","房地(土地+建物)","3房2廳2衛","0","住家用",121.5608393,25.0505802
"臺北市松山區復興北路４８９號三樓之６","111/01/07",930,73.7,12.62,"住宅大樓(11層含以上有電梯)",15,"三層/十一層","房地(土地+建物)","1房0廳1衛","0","住家用",121.5444774,25.0649764
"臺北市松山區富錦街７７巷２弄６號三樓","111/01/06",1620,43.2,37.54,"公寓(5樓含以下無電梯)",52,"三層/四層","房地(土地+建物)","2房2廳2衛","0","住家用",121.5518036,25.060204
"臺北市松山區民生東路三段１１３巷２５弄１２號四樓","111/01/06",3335,82.6,40.39,"華廈(10層含以下有電梯)",40,"四層/七層","房地(土地+建物)","3房2廳2衛","0","住家用",121.5470411,25.059214
"臺北市松山區敦化北路４巷３７號三樓之１","111/01/05",1100,101.1,10.88,"華廈(10層含以下有電梯)",6,"三層/六層","房地(土地+建物)","1房1廳1衛","0","住家用",121.5451042,25.0500935
"臺北市松山區南京東路五段５９巷２９弄１號","111/01/04",2300,24.5,93.8,"華廈(10層含以下有電梯)",22,"一層/六層","房地(土地+建物)+車位","4房2廳2衛","0","住家用",121.5595897,25.0530873
"臺北市松山區南京東路五段２５０巷３６弄１２號五樓","111/01/03",2050,64.5,31.77,"公寓(5樓含以下無電梯)",43,"五層/五層","房地(土地+建物)","5房1廳3衛","0","住家用",121.5666569,25.0495497
"臺北市松山區民生東路五段１３７巷４弄２９號三樓","111/01/03",3150,74.8,42.09,"公寓(5樓含以下無電梯)",47,"三層,陽台/四層","房地(土地+建物)","4房2廳2衛","0","住家用",121.5626919,25.0599659
"臺北市松山區寶清街１０號二樓之６","111/01/03",1000,79.5,12.58,"華廈(10層含以下有電梯)",25,"二層/五層","房地(土地+建物)","2房1廳1衛","0","住家用",121.5686983,25.0500945
"臺北市松山區南京東路五段３９０號四樓","111/01/03",445,51.7,8.6,"公寓(5樓含以下無電梯)",43,"四層/四層","房地(土地+建物)","1房1廳1衛","0","住家用",121.5709597,25.0511482
"臺北市松山區健康路３２５巷２５弄１０號十樓","111/01/02",4820,88.1,54.73,"住宅大樓(11層含以上有電梯)",1,"十層/十三層","房地(土地+建物)+車位","3房2廳2衛","0","住家用",121.5667355,25.0563496
"臺北市松山區復興北路２１５號十四樓之１","111/01/02",2656,84.6,31.41,"住宅大樓(11層含以上有電梯)",37,"十四層/十四層","房地(土地+建物)","2房2廳2衛","0","住家用",121.5445081,25.0565407
"臺北市松山區民生東路五段１５３號十三樓之３","111/01/02",1170,73.8,15.86,"住宅大樓(11層含以上有電梯)",39,"十三層/十五層","房地(土地+建物)","1房1廳1衛","0","住家用",121.5622734,25.0591086
"臺北市松山區民生東路四段７５巷５弄５號四樓之６","111/01/02",1275,106.4,11.98,"華廈(10層含以下有電梯)",14,"四層/八層","房地(土地+建物)","1房1廳1衛","0","住家用",121.5510342,25.058731
